id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage
1890,Men,Apparel,Topwear,Tshirts,Red,Winter,2010,Casual
15189,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
24408,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports
20894,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual
21946,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual
39185,Women,Apparel,Topwear,Kurtas,Khaki,Summer,2012,Ethnic
56028,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017,Casual
40971,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012,Casual
52488,Women,Apparel,Innerwear,Camisoles,Red,Winter,2015,Casual
59060,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic
4718,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual
56814,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012,Ethnic
12956,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports
29317,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012,Casual
17418,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
47368,Women,Accessories,Bags,Handbags,Brown,Summer,2015,Casual
13884,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
19582,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
48320,Women,Accessories,Jewellery,Bracelet,Silver,Winter,2012,Casual
9007,Women,Accessories,Bags,Handbags,Silver,Winter,2015,Casual
6873,Women,Apparel,Dress,Dresses,Black,Summer,2011,Casual
18450,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual
29125,Women,Accessories,Eyewear,Sunglasses,White,Winter,2016,Casual
26951,Women,Apparel,Topwear,Tshirts,Teal,Summer,2012,Casual
27883,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual
30834,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic
29919,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
42428,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic
12358,Men,Apparel,Topwear,Shirts,Cream,Fall,2011,Formal
48112,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual
9235,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal
14893,Women,Accessories,Accessories,Travel Accessory,Blue,Summer,2011,Casual
15941,Men,Accessories,Belts,Belts,Black,Fall,2011,Casual
53768,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
21348,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual
59252,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
6619,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
54915,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012,Casual
50589,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual
42870,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual
18206,Men,Accessories,Headwear,Caps,Black,Fall,2011,Casual
54129,Women,Footwear,Shoes,Heels,Beige,Winter,2012,Casual
23847,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
48576,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012,Casual
9651,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual
8783,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual
4972,Men,Apparel,Topwear,Shirts,Green,Summer,2011,Casual
38601,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
45269,Men,Accessories,Watches,Watches,Black,Summer,2017,Casual
11985,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports
59636,Women,Apparel,Saree,Sarees,Sea Green,Fall,2012,Ethnic
15519,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2011,Casual
10857,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
10259,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Formal
53902,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual
38433,Women,Accessories,Bags,Mobile Pouch,Green,Summer,2012,Casual
40529,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
59404,Women,Apparel,Topwear,Tops,Blue,Fall,2012,Casual
25982,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual
44189,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012,Casual
24850,Men,Accessories,Belts,Belts,Brown,Summer,2012,Formal
23249,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal
18808,Men,Accessories,Belts,Belts,Navy Blue,Summer,2011,Casual
51669,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual
3965,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual
29773,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual
48744,Men,Accessories,Jewellery,Bangle,Steel,Summer,2015,Casual
17840,Men,Footwear,Shoes,Sports Shoes,Red,Fall,2011,Sports
9463,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
18034,Women,Accessories,Bags,Handbags,Beige,Winter,2015,Casual
16992,Women,Accessories,Belts,Belts,Black,Summer,2011,Casual
3159,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports
49696,Men,Free Items,Free Gifts,Ties,Blue,Summer,2012,Formal
14858,Women,Accessories,Wallets,Wallets,Red,Summer,2011,Casual
33646,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual
57303,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual
11516,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual
41266,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
20251,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
14064,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual
44714,Men,Footwear,Flip Flops,Flip Flops,Maroon,Summer,2012,Casual
5433,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual
52671,Men,Accessories,Watches,Watches,Navy Blue,Winter,2016,Casual
59299,Men,Apparel,Topwear,Shirts,Blue,Fall,2012,Casual
49837,Women,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012,Casual
16733,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual
7364,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual
34463,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual
47191,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal
27848,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual
31111,Boys,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual
55454,Women,Personal Care,Lips,Lipstick,Burgundy,Spring,2017,Casual
12393,Men,Accessories,Socks,Socks,Black,Summer,2016,Formal
13241,Men,Apparel,Topwear,Jackets,White,Fall,2011,Casual
54586,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic
27074,Women,Footwear,Shoes,Flats,Blue,Winter,2015,Casual
2616,Women,Footwear,Shoes,Flats,Gold,Fall,2010,Sports
43531,Women,Apparel,Topwear,Tops,Off White,Summer,2012,Casual
46271,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual
35783,Women,Footwear,Shoes,Heels,Turquoise Blue,Summer,2012,Casual
7156,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
22734,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports
8922,Men,Accessories,Belts,Belts,White,Fall,2011,Casual
16501,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual
50314,Men,Accessories,Ties,Ties,Brown,Summer,2012,Formal
34651,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2012,Sports
6084,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
19549,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual
49239,Men,Accessories,Headwear,Caps,White,Fall,2012,Casual
31323,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic
43703,Women,Accessories,Jewellery,Jewellery Set,Red,Summer,2012,Casual
13073,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual
57131,Women,Apparel,Topwear,Tops,Teal,Summer,2012,Casual
40186,Women,Apparel,Topwear,Kurtis,Black,Summer,2012,Ethnic
58945,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual
33474,Women,Accessories,Belts,Belts,Blue,Summer,2012,Casual
59897,Women,Apparel,Dress,Dresses,Yellow,Fall,2012,Casual
11724,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual
5601,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2011,Casual
20063,Women,Accessories,Mufflers,Mufflers,Black,Fall,2011,Casual
53591,Men,Free Items,Free Gifts,Free Gifts,White,Winter,2016,Casual
58179,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual
39972,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013,Casual
15384,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2013,Casual
52443,Women,Apparel,Loungewear and Nightwear,Nightdress,Green,Winter,2015,Casual
41868,Men,Footwear,Sandal,Sandals,Turquoise Blue,Summer,2015,Casual
36106,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
23282,Men,Accessories,Watches,Watches,Off White,Winter,2016,Casual
34235,Men,Apparel,Topwear,Tshirts,Cream,Summer,2013,Casual
46615,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual
19911,Unisex,Accessories,Bags,Messenger Bag,Grey,Winter,2015,Casual
7532,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports
22350,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
16165,Men,Footwear,Shoes,Casual Shoes,Tan,Fall,2011,Casual
2040,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual
30695,Women,Footwear,Shoes,Flats,Bronze,Winter,2012,Casual
43367,Women,Footwear,Shoes,Flats,Black,Summer,2012,Casual
13417,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual
27622,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Casual
55202,Women,Personal Care,Lips,Lip Care,Pink,Spring,2017,Casual
3192,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
16959,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
11340,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual
25175,Women,Accessories,Bags,Handbags,Red,Winter,2015,Casual
10292,Women,Footwear,Shoes,Heels,Brown,Summer,2015,Casual
57555,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,NA
52027,Unisex,Apparel,Topwear,Rain Jacket,Navy Blue,Summer,2012,NA
36562,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
25949,Women,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual
44142,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual
5265,Unisex,Accessories,Bags,Messenger Bag,Black,Winter,2015,Casual
14632,Men,Accessories,Mufflers,Mufflers,Green,Fall,2011,Casual
11172,Men,Apparel,Topwear,Sweaters,Red,Fall,2011,Casual
25347,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual
39718,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Casual
41602,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual
33222,Women,Apparel,Topwear,Tunics,Brown,Summer,2012,Casual
24295,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual
57767,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017,NA
36750,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012,Casual
37682,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual
34007,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual
50542,Men,Apparel,Innerwear,Briefs,Red,Summer,2016,Casual
17285,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
43969,Women,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual
28458,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Sports
22162,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual
16357,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal
46427,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
7700,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual
27410,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Multi,Summer,2018,Casual
2272,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports
43155,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
42087,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
8748,Men,Apparel,Topwear,Shirts,Orange,Fall,2011,Casual
55030,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual
17043,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual
50784,Women,Footwear,Shoes,Heels,Cream,Fall,2013,Casual
2888,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual
23276,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
6414,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2011,Casual
18837,Men,Accessories,Belts,Belts,Brown,Summer,2011,Formal
35313,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic
51656,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
16191,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
30661,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
43393,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
26704,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
12531,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011,Casual
42241,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual
56473,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017,Casual
25181,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual
24053,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011,Casual
10266,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
40516,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
15714,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports
21521,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual
4343,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011,Casual
5291,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011,Formal
53101,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual
32304,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
57793,Women,Personal Care,Makeup,Compact,Skin,Spring,2017,NA
10054,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports
4171,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
45256,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
59609,Women,Apparel,Saree,Sarees,Khaki,Fall,2012,Ethnic
15526,Women,Footwear,Shoes,Heels,Brown,Fall,2011,Casual
21713,Men,Accessories,Watches,Watches,Blue,Winter,2016,Casual
44384,Women,Personal Care,Fragrance,Deodorant,White,Spring,2017,Casual
37676,Unisex,Accessories,Bags,Backpacks,Black,Winter,2012,Casual
6626,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports
47501,Unisex,Footwear,Shoes,Casual Shoes,Red,Fall,2012,Casual
17271,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
23044,Women,Apparel,Bottomwear,Leggings,Brown,Fall,2011,Casual
22196,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual
51464,Women,Apparel,Topwear,Tops,Olive,Summer,2012,Casual
54116,Women,Footwear,Shoes,Heels,Maroon,Winter,2012,Casual
30453,Men,Apparel,Bottomwear,Jeans,White,Summer,2012,Casual
2286,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2010,Sports
23878,Women,Footwear,Shoes,Casual Shoes,Green,Summer,2012,Casual
48549,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual
42073,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
31581,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
3354,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
26536,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual
12703,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
24605,Women,Apparel,Apparel Set,Kurta Sets,Pink,Fall,2011,Ethnic
10430,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
56225,Men,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2016,Casual
39388,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual
14090,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
53757,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
37212,Men,Apparel,Topwear,Shirts,Pink,Summer,2012,Casual
4515,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
45632,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016,Casual
51000,Women,Apparel,Innerwear,Bra,Maroon,Summer,2018,Casual
7390,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018,Formal
35545,Girls,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual
6242,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual
47165,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual
17615,Boys,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
48911,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual
29926,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
42417,Unisex,Accessories,Accessories,Messenger Bag,Purple,Summer,2012,Casual
3730,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Sports
26152,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal
12367,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
54572,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic
27080,Women,Footwear,Shoes,Heels,Silver,Winter,2015,Casual
30037,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual
46285,Women,Apparel,Dress,Dresses,Multi,Summer,2012,Casual
12969,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports
35777,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports
51232,Women,Apparel,Topwear,Kurtas,Green,Fall,2012,Ethnic
17427,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
9804,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal
23612,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual
6070,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
47357,Women,Accessories,Bags,Mobile Pouch,Purple,Summer,2012,Casual
26360,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual
12155,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2011,Ethnic
42625,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual
3502,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports
30205,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual
9038,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2011,Formal
54740,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012,Casual
13087,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
10602,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Sports
40172,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
33480,Women,Accessories,Belts,Belts,Purple,Spring,2012,Casual
59863,Women,Personal Care,Skin Care,Eye Cream,Black,Spring,2017,Casual
32552,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual
21979,Women,Accessories,Bags,Clutches,Black,Winter,2015,Casual
56017,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual
20097,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic
53565,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
15370,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011,Casual
39986,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013,Casual
21145,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
4727,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
45400,Women,Footwear,Shoes,Flats,Maroon,Winter,2012,Casual
38434,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual
53905,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual
1609,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2010,Sports
57599,Women,Personal Care,Lips,Lipstick,Burgundy,Spring,2017,Casual
25985,Women,Personal Care,Fragrance,Perfume and Body Mist,Lavender,Spring,2017,Casual
59403,Women,Apparel,Topwear,Tshirts,White,Fall,2012,Casual
21519,Women,Accessories,Bags,Handbags,White,Winter,2015,Casual
53139,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual
29774,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual
3962,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual
18033,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual
17847,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
9464,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
48743,Men,Accessories,Jewellery,Bangle,Steel,Summer,2012,Casual
16995,Women,Footwear,Sandal,Sports Sandals,Black,Winter,2012,Casual
12509,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual
17249,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
47539,Women,Footwear,Shoes,Flats,White,Winter,2012,Casual
29546,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
42877,Women,Accessories,Wallets,Wallets,Maroon,Summer,2012,Casual
9656,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual
23840,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
43199,Men,Accessories,Watches,Watches,Metallic,Winter,2016,Casual
18201,Men,Apparel,Topwear,Jackets,Olive,Fall,2011,Casual
35925,Women,Accessories,Bags,Clutches,Yellow,Summer,2012,Casual
8784,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
4975,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual
56679,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual
24259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012,Casual
38606,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
59631,Women,Apparel,Saree,Sarees,Red,Fall,2012,Ethnic
4149,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
10850,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
26956,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual
29122,Unisex,Accessories,Headwear,Caps,Black,Summer,2012,Casual
51038,Women,Apparel,Innerwear,Briefs,Lavender,Summer,2017,Casual
30833,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic
48929,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual
27884,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal
55498,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,Casual
3708,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual
48115,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual
18665,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013,Casual
47961,Women,Accessories,Bags,Clutches,Grey,Summer,2012,Casual
10408,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual
14894,Women,Accessories,Accessories,Travel Accessory,Black,Summer,2011,Casual
15946,Men,Accessories,Ties,Ties,Black,Fall,2011,Formal
1863,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
59255,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
20893,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual
58989,Men,Personal Care,Fragrance,Deodorant,White,Spring,2017,Casual
38050,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
39182,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012,Ethnic
41098,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual
21941,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual
56813,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012,Ethnic
59067,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual
15348,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
12951,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
6048,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual
13883,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual
19585,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual
6874,Women,Apparel,Dress,Dresses,Pink,Summer,2011,Casual
18457,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual
9000,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
48327,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual
35589,Men,Footwear,Sandal,Sandals,Olive,Fall,2012,Casual
31915,Women,Accessories,Bags,Clutches,Green,Summer,2012,Casual
28004,Men,Apparel,Innerwear,Trunk,Black,Summer,2016,Casual
27870,Women,Apparel,Topwear,Shirts,White,Fall,2012,Smart Casual
19743,Women,Accessories,Headwear,Caps,Blue,Fall,2011,Casual
49033,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual
8314,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual
31129,Girls,Apparel,Dress,Dresses,Magenta,Summer,2012,Casual
43509,Women,Apparel,Dress,Dresses,Grey Melange,Summer,2012,Casual
18691,Men,Apparel,Innerwear,Trunk,Black,Summer,2016,Casual
47995,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
38296,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
14860,Women,Accessories,Wallets,Wallets,Charcoal,Summer,2011,Casual
39344,Men,Apparel,Topwear,Tshirts,Green,Fall,2012,Casual
1897,Men,Apparel,Topwear,Tshirts,Blue,Winter,2010,Sports
52649,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual
57109,Women,Apparel,Topwear,Tunics,Blue,Summer,2012,Casual
36902,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual
25529,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual
39176,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic
40982,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
58141,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual
57935,Men,Footwear,Sandal,Sandals,Black,Spring,2012,Casual
59093,Women,Apparel,Innerwear,Bra,White,Summer,2017,Casual
41850,Men,Accessories,Socks,Socks,Black,Winter,2015,Casual
21189,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012,Casual
16539,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual
46249,Women,Apparel,Topwear,Tunics,Pink,Summer,2012,Ethnic
13877,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual
28236,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual
8126,Men,Accessories,Belts,Belts,Brown,Winter,2016,Casual
19571,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
12199,Men,Apparel,Topwear,Tshirts,Blue,Summer,2015,Casual
